Product Name,Sales_totales,Porcentaje,Porcentaje_acumulado,ABC,mean,std,cv,XYZ,ABC_XYZ
AT&T 1080 Phone,1589.084,0.07026567120888597,76.76310534854085,A,529.6946666666666,372.98866141121954,70.41578571262808,Z,AZ
Mophie Juice Pack Helium for iPhone,1583.8020000000001,0.07003211321237644,76.83313746175322,A,263.96700000000004,156.99247493176225,59.474280850167716,Z,AZ
Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,0.06983622871322134,76.90297369046645,A,225.62457142857141,125.89028000453031,55.796351969752045,Z,AZ
GBC ProClick Punch Binding System,1573.908,0.06959462309169011,76.97256831355814,A,224.844,175.5831825204225,78.09111318088208,Z,AZ
"Hon Metal Bookcases, Black",1570.0775999999998,0.0694252515373868,77.04199356509552,A,314.01552,221.46305993269397,70.52615104269177,Z,AZ
Luxo Adjustable Task Clamp Lamp,1545.816,0.06835245890427144,77.1103460239998,A,386.454,285.90289248391076,73.98109282965392,Z,AZ
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,1543.6170000000002,0.06825522413821228,77.17860124813801,A,308.7234,187.06866985094004,60.594263295538994,Z,AZ
Avaya 5420 Digital phone,1538.886,0.06804603010536742,77.24664727824337,A,512.962,375.06820282716575,73.11812626026212,Z,AZ
Eureka Sanitaire  Commercial Upright,1524.5320000000002,0.06741132895392901,77.3140586071973,A,508.17733333333337,388.3887964261242,76.42780796194324,Z,AZ
Kensington Orbit Wireless Mobile Trackball for PC and Mac,1511.748,0.06684604962273294,77.38090465682004,A,377.937,233.78147385681925,61.857260299155485,Z,AZ
Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001,0.0664105050817222,77.44731516190176,A,187.73725000000002,130.13834886628482,69.31940723872583,Z,AZ
Xerox 1919,1500.234,0.0663369267958093,77.51365208869757,A,187.52925,88.88445789860324,47.39765017916045,Z,AZ
LG G2,1499.97,0.06632525331775581,77.57997734201533,A,1499.97,,,Z,AZ
Microsoft Natural Keyboard Elite,1497.0,0.0661939266896541,77.64617126870498,A,374.25,221.98714806042264,59.31520322255782,Z,AZ
Xerox 1945,1492.036,0.06597442992807263,77.71214569863305,A,213.148,133.36981164666412,62.57145816365348,Z,AZ
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1489.334,0.06585495364890401,77.77800065228196,A,165.48155555555556,66.432029479595,40.14467307644591,Z,AZ
Hon 4-Shelf Metal Bookcases,1474.308,0.06519053818969307,77.84319119047166,A,368.577,118.19405969844676,32.067670988272944,Z,AZ
"Bush Westfield Collection Bookcases, Fully Assembled",1473.2982000000002,0.06514588713613852,77.9083370776078,A,245.54970000000003,66.15667277773271,26.94227391755425,Z,AZ
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.108,0.06513747692581359,77.97347455453361,A,368.277,222.4168826056152,60.393910726332415,Z,AZ
"Tenex ""The Solids"" Textured Chair Mats",1469.1599999999999,0.06496290536765009,78.03843745990126,A,209.87999999999997,193.87883919602987,92.37604307034016,Z,AZ
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",1465.7440000000001,0.06481185763647318,78.10324931753773,A,293.14880000000005,150.8131253014803,51.445929610314046,Z,AZ
Cameo Buff Policy Envelopes,1456.182,0.06438904779879351,78.16763836533653,A,208.026,86.74016324633013,41.69678946205288,Z,AZ
"Global Leather Task Chair, Black",1448.839,0.06406435708157097,78.2317027224181,A,181.104875,87.17392459648455,48.134499193621686,Z,AZ
"SAFCO Commercial Wire Shelving, 72h",1445.2640000000001,0.06390627873293002,78.29560900115104,A,289.05280000000005,176.34568148724256,61.008120830257496,Z,AZ
Nokia Lumia 1020,1439.968,0.0636721016883419,78.35928110283938,A,1439.968,,,Z,AZ
Xerox 1893,1434.65,0.063436951853916,78.42271805469329,A,130.4227272727273,92.99976440947677,71.30640982150659,Z,AZ
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,0.06331729870386775,78.48603535339716,A,357.986,195.28385827814856,54.550697032327676,Z,AZ
"Sauder Facets Collection Library, Sky Alder Finish",1427.683,0.0631288869993757,78.54916424039654,A,356.92075,60.19815445329977,16.86597219503203,Y,AY
"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.8878,0.06309372506851156,78.61225796546505,A,158.5430888888889,95.81495908453498,60.4346488743414,Z,AZ
Fellowes Bankers Box Stor/Drawer Steel Plus,1426.308,0.0630680876345138,78.67532605309957,A,118.859,69.39577381158806,58.38495512463344,Z,AZ
Global Deluxe Office Fabric Chairs,1420.504,0.0628114479882167,78.73813750108778,A,236.75066666666666,52.45345784089612,22.155569223696432,Y,AY
Microsoft Sculpt Comfort Mouse,1414.23,0.0625340260135668,78.80067152710134,A,157.13666666666666,70.67876502175177,44.979167829544416,Z,AZ
Logitech Wireless Marathon Mouse M705,1409.718,0.06233451566137996,78.86300604276272,A,176.21475,91.62344315691576,51.99533135388255,Z,AZ
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1409.53,0.06232620273003884,78.92533224549275,A,93.96866666666666,51.18003243267362,54.46499801282019,Z,AZ
"Belkin 19"" Vented Equipment Shelf, Black",1400.256,0.06191612759569024,78.98724837308845,A,140.0256,56.22617434611748,40.15421062014195,Z,AZ
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,1399.8,0.06189596431541603,79.04914433740386,A,349.95,151.19568049385538,43.20493798938573,Z,AZ
"Global Armless Task Chair, Royal Blue",1396.442,0.061747481211993284,79.11089181861585,A,174.55525,90.73748477220268,51.98210009278018,Z,AZ
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,1396.21,0.061737222700976584,79.17262904131682,A,698.105,174.22403981655347,24.956709924231095,Y,AY
Avaya IP Phone 1140E VoIP phone,1394.95,0.06168150837390313,79.23431054969073,A,1394.95,,,Z,AZ
Cisco CP-7937G Unified IP Conference Station Phone,1391.4,0.06152453546825966,79.295835085159,A,695.7,0.0,0.0,X,AX
Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69,0.06131627000753269,79.35715135516654,A,462.23,452.5317886071652,97.9018645711367,Z,AZ
Samsung Rugby III,1385.79,0.061276474059623075,79.41842782922616,A,173.22375,69.6365373918647,40.20034053752139,Z,AZ
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.0810000000001,0.061156688256415154,79.47958451748258,A,138.30810000000002,83.36145249914176,60.2722852089948,Z,AZ
Cisco SPA525G2 5-Line IP Phone,1379.92,0.06101691604381261,79.54060143352639,A,1379.92,,,Z,AZ
"Belkin 325VA UPS Surge Protector, 6'",1379.172,0.06098384118932773,79.60158527471572,A,344.793,69.49771889781707,20.156360163291325,Y,AY
Logitech G600 MMO Gaming Mouse,1375.828,0.06083597713398357,79.66242125184971,A,229.30466666666666,106.91963420563441,46.62776199014749,Z,AZ
Sauder Camden County Collection Library,1368.2620000000002,0.060501425865223446,79.72292267771493,A,684.1310000000001,138.21533409140966,20.203050891044207,Y,AY
Safco Industrial Wire Shelving,1363.058,0.060271316850866084,79.7831939945658,A,272.6116,232.12914600454636,85.15013521234839,Z,AZ
Ames Color-File Green Diamond Border X-ray Mailers,1360.476,0.060157146698085404,79.8433511412639,A,340.119,212.6203775840876,62.51352543788721,Z,AZ
Airmail Envelopes,1359.6660000000002,0.06012133034496676,79.90347247160886,A,226.61100000000002,73.36077360279131,32.372997605055055,Z,AZ
Plantronics Voyager Pro Legend,1359.534,0.06011549360594001,79.9635879652148,A,453.17800000000005,188.79295348079071,41.65977904505309,Z,AZ
DYMO CardScan Personal V9 Business Card Scanner,1343.9160000000002,0.05942490125654855,80.02301286647135,B,447.97200000000004,337.11984878378195,75.25466966323384,Z,BZ
Novimex Turbo Task Chair,1341.5220000000002,0.059319044035108986,80.08233191050645,B,223.58700000000002,87.01927993956282,38.91965093657628,Z,BZ
Apple iPhone 5C,1339.866,0.059245819490955295,80.14157772999741,B,334.9665,246.21374306281115,73.50399011925406,Z,BZ
AT&T 17929 Lendline Telephone,1339.104,0.059212125588391826,80.2007898555858,B,133.9104,57.50998766823029,42.94661778938028,Z,BZ
"Plantronics CS 50-USB - headset - Convertible, Monaural",1332.702,0.05892904374559478,80.25971889933139,B,333.1755,288.157643745572,86.48824530782485,Z,BZ
"Global Leather & Oak Executive Chair, Burgundy",1327.832,0.05871370344968389,80.31843260278107,B,331.958,286.2936456856841,86.24393618641035,Z,BZ
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1324.8,0.058579635322948395,80.37701223810402,B,147.2,125.2497305386323,85.08813215939696,Z,BZ
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",1322.17,0.058463342719612524,80.43547558082363,B,220.36166666666668,179.49394568248442,81.45425127592567,Z,BZ
Xerox 1891,1320.57,0.05839259436777321,80.49386817519141,B,188.65285714285713,104.09357787975934,55.177313217649605,Z,BZ
"Hon Metal Bookcases, Putty",1320.228,0.05837747190756756,80.55224564709897,B,264.04560000000004,219.83183244653176,83.25525304967465,Z,BZ
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.166,0.058374730408933796,80.6106203775079,B,440.0553333333333,100.4871841845185,22.835124715646028,Y,BY
Avery Arch Ring Binders,1318.87,0.05831742424394394,80.66893780175184,B,131.887,74.90920519758126,56.79802042474334,Z,BZ
Office Star - Ergonomically Designed Knee Chair,1311.876,0.05800816551096637,80.72694596726281,B,187.41085714285714,105.83609645016922,56.472766873636274,Z,BZ
Nokia Lumia 925,1310.296,0.05793830151352505,80.78488426877634,B,436.76533333333333,171.51924027739088,39.270342032042585,Z,BZ
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.1280000000002,0.05766556661718451,80.84254983539353,B,260.8256,97.13165373244708,37.24007679171334,Z,BZ
"Hon 30"" x 60"" Table with Locking Drawer",1296.028,0.05730740308599801,80.89985723847953,B,432.00933333333336,171.66310216622946,39.73597071195131,Z,BZ
Fellowes Recycled Storage Drawers,1287.9479999999999,0.05695012390920949,80.95680736238873,B,429.316,311.14824484158675,72.4753432999438,Z,BZ
Star Micronics TSP800 TSP847IIU Receipt Printer,1286.85,0.05690157285275976,81.0137089352415,B,643.425,60.66269075799393,9.428090415820636,X,BX
Tennsco Industrial Shelving,1281.442,0.0566624434235429,81.07037137866504,B,142.38244444444445,66.36478049973327,46.610226955070885,Z,BZ
White Computer Printout Paper by Universal,1279.08,0.05655800116914012,81.12692937983418,B,159.885,89.44242684542944,55.94172489316036,Z,BZ
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1268.922,0.056108837570400305,81.18303821740459,B,317.2305,170.1657850479937,53.641054390417594,Z,BZ
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.696,0.056098844365703,81.2391370617703,B,634.348,69.00796498955758,10.87856586440843,Y,BY
Tyvek Side-Opening Peel & Seel Expanding Envelopes,1266.72,0.05601147015118145,81.29514853192147,B,253.344,75.70099920080315,29.88071523335984,Z,BZ
Bush Somerset Collection Bookcase,1263.9569999999999,0.05588929659109894,81.35103782851257,B,315.98924999999997,178.02160886322199,56.33786872914885,Z,BZ
Panasonic KX T7736-B Digital phone,1259.58,0.05569575563109853,81.40673358414367,B,251.916,98.55719699747958,39.123039821797576,Z,BZ
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1243.788,0.05499746939844455,81.46173105354211,B,207.298,122.91164882792843,59.29225020401954,Z,BZ
Hon Valutask Swivel Chairs,1242.054,0.0549207958721387,81.51665184941425,B,310.5135,143.13417808825395,46.09595978540512,Z,BZ
"SAFCO Mobile Desk Side File, Wire Frame",1240.04,0.05483174138426096,81.57148359079851,B,155.005,143.64432677972354,92.67076983305283,Z,BZ
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,0.05453866633676663,81.62602225713528,B,112.12836363636364,112.46558265644894,100.30074372723294,Z,BZ
Maxell 4.7GB DVD-R,1231.692,0.054462611858539366,81.68048486899382,B,111.972,65.46329942188981,58.46399048145056,Z,BZ
Xerox 1888,1231.656,0.05446102002062298,81.73494588901444,B,205.27599999999998,43.68499568501751,21.28110236219408,Y,BY
Hon 4060 Series Tables,1231.56,0.05445677511951262,81.78940266413396,B,307.89,181.33833699469065,58.897118124879235,Z,BZ
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.836,0.05438054377040576,81.84378320790437,B,307.459,155.62307165284545,50.6158777764988,Z,BZ
Case Logic 2.4GHz Wireless Keyboard,1229.754,0.054376917917374,81.89816012582175,B,153.71925,65.22005190287942,42.42803155940419,Z,BZ
Xerox 1917,1222.75,0.054067217007197424,81.95222734282895,B,244.55,114.70411740648196,46.904157598234285,Z,BZ
Plantronics Voyager Pro HD - Bluetooth Headset,1221.812,0.05402574078593162,82.00625308361488,B,244.36239999999998,176.8874510551837,72.38734398384683,Z,BZ
Satellite Sectional Post Binders,1219.821,0.05393770330561159,82.06019078692049,B,110.89281818181817,148.07027726239875,133.5255787436342,Z,BZ
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.705,0.05362305001080626,82.1138138369313,B,606.3525,65.96245608298702,10.878565864408413,Y,BY
APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,0.05337963146275913,82.16719346839406,B,150.9,106.74711730868562,70.74030305413228,Z,BZ
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.936,0.053102651665308226,82.22029612005937,B,240.1872,39.44798797403994,16.42385105202939,Y,BY
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1200.714,0.05309283533149053,82.27338895539086,B,109.15581818181818,87.62962834317874,80.27939307570047,Z,BZ
"Trav-L-File Heavy-Duty Shuttle II, Black",1193.818,0.0527879099350631,82.32617686532592,B,170.54542857142857,106.58865905723295,62.49869020241198,Z,BZ
Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,0.05251119544393161,82.37868806076985,B,169.65142857142857,47.35260885054149,27.911706520410796,Z,BZ
Panasonic KX TS208W Corded phone,1185.558,0.05242267156869267,82.43111073233854,B,237.1116,121.66891129947699,51.31293083066243,Z,BZ
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1184.232,0.05236403887210584,82.48347477121064,B,197.37199999999999,157.541820225615,79.81974151633212,Z,BZ
SanDisk Cruzer 64 GB USB Flash Drive,1184.032,0.05235519532812593,82.53582996653877,B,131.5591111111111,130.8248439063128,99.44187278357471,Z,BZ
GBC Therma-A-Bind 250T Electric Binding System,1180.704,0.05220803875630016,82.58803800529508,B,590.352,0.0,0.0,X,BX
GBC Recycled Regency Composition Covers,1171.688,0.051809371793685666,82.63984737708876,B,234.3376,182.42207624298106,77.84584131739041,Z,BZ
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,1167.854,0.05163984105559071,82.69148721814435,B,389.2846666666667,64.65514724546945,16.60870637394814,Y,BY
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,0.05157731719965272,82.743064535344,B,233.288,102.5652510356212,43.96507794469548,Z,BZ
"Bush Andora Conference Table, Maple/Graphite Gray Finish",1162.664,0.05141035108931195,82.79447488643332,B,387.55466666666666,286.7846542709936,73.9985036788772,Z,BZ
GE 30522EE2,1159.9,0.05128813331150955,82.84576301974484,B,386.6333333333334,177.1776516193093,45.8257569495584,Z,BZ
Logitech K350 2.4Ghz Wireless Keyboard,1154.664,0.051056609330115396,82.89681962907495,B,230.9328,138.8930811278949,60.14437149157457,Z,BZ
LG Exalt,1154.326,0.05104166374078935,82.94786129281574,B,384.7753333333333,324.719079256722,84.39186484322158,Z,BZ
Logitech Illuminated - Keyboard,1139.81,0.050399799318727206,82.99826109213447,B,189.96833333333333,45.15883143601777,23.77176798028677,Y,BY
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.028,0.050188350182167475,83.04844944231664,B,162.14685714285716,103.8413086901171,64.04151799169885,Z,BZ
"File Shuttle II and Handi-File, Black",1125.148,0.04975147910955974,83.0982009214262,B,160.73542857142857,110.38740263704179,68.67646020428357,Z,BZ
HTC One,1119.888,0.049518893902887995,83.14771981532908,B,279.972,46.18340273301654,16.49572197684645,Y,BY
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.84,0.049516771452332825,83.19723658678141,B,186.64,85.68178734830406,45.90751572455211,Z,BZ
O'Sullivan 3-Shelf Heavy-Duty Bookcases,1119.195,0.0494882510229976,83.24672483780441,B,223.839,171.68536254439397,76.70037953367999,Z,BZ
Advantus Rolling Drawer Organizers,1115.92,0.04934343799032652,83.29606827579474,B,185.98666666666668,140.85292002463657,75.73280523225853,Z,BZ
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999,0.04933105702875463,83.34539933282349,B,123.95999999999998,71.44895923664669,57.63872155263529,Z,BZ
Dana Halogen Swing-Arm Architect Lamp,1114.384,0.04927551957256078,83.39467485239605,B,185.73066666666668,123.03739619915022,66.24506249146626,Z,BZ
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,0.04921538347349736,83.44389023586955,B,1113.024,,,Z,BZ
netTALK DUO VoIP Telephone Service,1112.788,0.04920494809160107,83.49309518396115,B,158.96971428571428,102.75687998006798,64.63928078488229,Z,BZ
Xerox 1988,1102.888,0.04876719266459533,83.54186237662574,B,122.5431111111111,53.54951722575201,43.69851290718261,Z,BZ
Ibico Plastic Spiral Binding Combs,1100.48,0.04866071639507718,83.59052309302082,B,84.65230769230769,96.49183921916628,113.98607061002124,Z,BZ
Ibico Laser Imprintable Binding System Covers,1100.4,0.04865717897748521,83.6391802719983,B,137.55,74.56650722677038,54.210474174315074,Z,BZ
Xerox 1906,1098.6399999999999,0.04857935579046197,83.68775962778876,B,156.9485714285714,89.2289372323746,56.8523411332759,Z,BZ
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504,0.048573342180555625,83.73633296996933,B,109.8504,67.88841962318267,61.80079419208548,Z,BZ
Xerox 1934,1097.2079999999999,0.04851603601556578,83.7848490059849,B,219.44159999999997,147.3880154313776,67.16502952556745,Z,BZ
Catalog Binders with Expanding Posts,1089.936,0.04819448475645612,83.83304349074135,B,136.242,113.8234214813203,83.54503125418027,Z,BZ
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,0.04813717859146629,83.8811806693328,B,217.728,166.6404186264545,76.5360535284642,Z,BZ
Global Deluxe High-Back Office Chair in Storm,1087.92,0.0481053418331386,83.92928601116594,B,362.64000000000004,125.62218097135555,34.64101615137755,Z,BZ
RCA Visys Integrated PBX 8-Line Router,1085.238,0.04798674990836796,83.9772727610743,B,217.04760000000002,77.19852727092662,35.567556273797365,Z,BZ
Belkin 8 Outlet Surge Protector,1073.676,0.04747550463088914,84.0247482657052,B,153.3822857142857,102.22729508585967,66.64869714895534,Z,BZ
Carina Media Storage Towers in Natural & Black,1073.248,0.04745657944677213,84.07220484515197,B,214.64960000000002,61.344788896857395,28.579037136271108,Z,BZ
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.112,0.04745056583686579,84.11965541098884,B,153.3017142857143,72.50827277332861,47.29775730895752,Z,BZ
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.344,0.04741660662798292,84.16707201761682,B,536.172,213.86868861055837,39.88807483616421,Z,BZ
AT&T 1070 Corded Phone,1070.304,0.047326402479387804,84.2143984200962,B,356.76800000000003,154.48507562868326,43.30127018922192,Z,BZ
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.624,0.04707524583035825,84.26147366592656,B,354.87466666666666,97.78696979318528,27.55535375677759,Z,BZ
Recycled Steel Personal File for Hanging File Folders,1053.032,0.046562674021282446,84.30803633994785,B,175.5053333333333,86.1623578290814,49.09386865494007,Z,BZ
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.7759999999998,0.046507136565088585,84.35454347651293,B,262.94399999999996,215.7989784591206,82.07031856939905,Z,BZ
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,0.04607840155294237,84.40062187806588,B,260.52,120.24,46.15384615384615,Z,BZ
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1042.068,0.04607787094030358,84.44669974900619,B,173.678,104.16027249580331,59.97321047904934,Z,BZ
GBC Twin Loop Wire Binding Elements,1041.664,0.046060006981464154,84.49275975598765,B,104.1664,92.3622432757744,88.6679805347736,Z,BZ
Balt Split Level Computer Training Table,1040.625,0.04601406477048851,84.53877382075814,B,208.125,101.96001054334978,48.98979485566356,Z,BZ
Logitech G13 Programmable Gameboard with LCD Display,1039.87,0.045980680391964325,84.5847545011501,B,259.9675,170.49945587694214,65.584911912813,Z,BZ
Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,0.04580071427197309,84.63055521542208,B,1035.8,,,Z,BZ
Okidata B400 Printer,1029.6,0.04552656440859576,84.67608177983067,B,514.8,242.67904730322311,47.14045207910317,Z,BZ
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.3520000000001,0.04525029209466326,84.72133207192533,B,341.11733333333336,214.8482009729971,62.98366572977736,Z,BZ
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1016.7919999999999,0.04496022385212208,84.76629229577745,B,169.46533333333332,114.24077777513013,67.41247636200725,Z,BZ
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.174,0.04484446186142502,84.81113675763888,B,338.058,125.72939928274535,37.191665123365034,Z,BZ
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1010.7819999999999,0.044694475355525676,84.8558312329944,B,252.69549999999998,101.44359911300467,40.144600561943,Z,BZ
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,0.04457053308664719,84.90040176608105,B,1007.979,,,Z,BZ
WD My Passport Ultra 1TB Portable External Hard Drive,1007.4,0.044544931026825337,84.94494669710787,B,167.9,97.35278116212191,57.9825974759511,Z,BZ
Bevis Rectangular Conference Tables,1007.262,0.0445388289814792,84.98948552608934,B,251.8155,122.35353562933929,48.58856409924699,Z,BZ
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,1007.152,0.04453396503229025,85.03401949112163,B,111.90577777777779,37.40088597138367,33.421764911597556,Z,BZ
"Eldon ""L"" Workstation Diamond Chairmat",1002.936,0.044347543125193664,85.07836703424682,B,250.734,100.41632087796619,40.04894464969497,Z,BZ
Maxell LTO Ultrium - 800 GB,1002.0419999999999,0.04430801248360344,85.12267504673042,B,143.14885714285714,79.74986736755653,55.7111449992012,Z,BZ
Nortel Business Series Terminal T7208 Digital phone,1000.728,0.044249910399655416,85.16692495713008,B,333.57599999999996,111.19200000000002,33.33333333333334,Z,BZ
Home/Office Personal File Carts,980.232,0.04334362401259386,85.21026858114267,B,140.03314285714285,71.2852456623589,50.90598140404643,Z,BZ
GBC Prestige Therm-A-Bind Covers,970.973,0.042934212144043755,85.25320279328672,B,107.88588888888889,46.38551838786661,42.99498188835318,Z,BZ
Xerox 1909,970.784,0.04292585499498274,85.2961286482817,B,107.86488888888888,51.835935518818516,48.05635647779184,Z,BZ
Global Italian Leather Office Chair,969.252,0.0428581134480966,85.33898676172979,B,484.626,426.03749251914434,87.91057279616537,Z,BZ
Hon Every-Day Chair Series Swivel Task Chairs,967.84,0.042795678027598406,85.38178243975739,B,322.61333333333334,66.63058848106729,20.65338955232289,Y,BY
Xerox 1885,960.8,0.042484385279505446,85.4242668250369,B,192.16,58.83674362165195,30.618621784789735,Z,BZ
Hypercom P1300 Pinpad,957.6,0.042342888575826826,85.46660971361273,B,159.6,74.18679127715392,46.4829519280413,Z,BZ
Xerox 1914,956.3040000000001,0.04228558241083699,85.50889529602357,B,191.26080000000002,68.46877889374106,35.79864713194813,Z,BZ
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82,0.042175745594606455,85.55107104161817,B,158.97,75.5363110245662,47.516079149881236,Z,BZ
Belkin Premiere Surge Master II 8-outlet surge protector,952.168,0.04210269792133237,85.59317373953951,B,136.024,100.18950255058328,73.65575380122867,Z,BZ
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.026,0.041963765845407924,85.63513750538492,B,189.80519999999999,99.37205510202554,52.35475903822737,Z,BZ
Eureka The Boss Cordless Rechargeable Stick Vac,948.228,0.04192848010492807,85.67706598548985,B,158.03799999999998,64.08086634870038,40.547758354763026,Z,BZ
Recycled Steel Personal File for Standard File Folders,939.9300000000001,0.04156156146520146,85.71862754695505,B,313.31,159.60848191747203,50.942670810849336,Z,BZ
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.092,0.04152450701592561,85.76015205397097,B,187.8184,70.37842320484312,37.47152739286626,Z,BZ
Steel Personal Filing/Posting Tote,937.4639999999999,0.04145252056792911,85.8016045745389,B,187.4928,80.12994963932024,42.737614265358594,Z,BZ
"Sauder Mission Library with Doors, Fruitwood Finish",935.1972,0.04135228784046077,85.84295686237937,B,311.7324,278.10974486227553,89.21425711997712,Z,BZ
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,0.041099486292250964,85.88405634867162,B,132.78285714285715,89.64642040711678,67.51354981815825,Z,BZ
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.768,0.0410237855557829,85.9250801342274,B,154.62800000000001,65.88850586255542,42.610979811260194,Z,BZ
Novimex High-Tech Fabric Mesh Task Chair,922.74,0.040801458860127864,85.96588159308753,B,230.685,175.16391419467652,75.93207802617272,Z,BZ
Riverside Furniture Stanwyck Manor Table Series,917.9200000000001,0.04058832945021195,86.00646992253775,B,305.97333333333336,119.425178389372,39.03123748998997,Z,BZ
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.8979999999999,0.04058735666037415,86.04705727919811,B,458.94899999999996,241.80364910811414,52.68638761782118,Z,BZ
Cisco SPA508G,910.662,0.04026739723918088,86.08732467643729,B,182.13240000000002,84.19868884252296,46.229385239816175,Z,BZ
Tenex B1-RE Series Chair Mats for Low Pile Carpets,910.404,0.04025598906744679,86.12758066550474,B,151.734,88.92108802753147,58.60327153276883,Z,BZ
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",909.9780000000001,0.04023715231876958,86.1678178178235,B,151.663,114.85980212937858,75.73356858916056,Z,BZ
Plantronics Cordless Phone Headset with In-line Volume - M214C,908.7,0.04018064207273792,86.20799845989625,B,151.45000000000002,116.26676653283172,76.76907661461321,Z,BZ
"Global Stack Chair without Arms, Black",901.506,0.03986253979578043,86.24786099969202,B,128.78657142857142,76.97941869282799,59.77286128431712,Z,BZ
Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75,0.03978489347963679,86.28764589317166,B,99.97222222222223,39.98688939445583,39.99799994999749,Z,BZ
Eldon Portable Mobile Manager,899.304,0.03976517237656158,86.32741106554822,B,99.92266666666666,52.06900206456813,52.10929992317539,Z,BZ
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.966,0.03930804958823984,86.36671911513646,B,148.161,71.07278206177101,47.96996649710181,Z,BZ
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0,0.03908846439121858,86.40580757952767,B,80.36363636363636,43.343872294184166,53.934682719007455,Z,BZ
Cisco Small Business SPA 502G VoIP phone,882.102,0.0390045391588492,86.44481211868653,B,220.5255,112.82700000000001,51.162790697674424,Z,BZ
"Safco Chair Connectors, 6/Carton",881.192,0.03896430103374059,86.48377641972027,B,220.298,192.89639298511176,87.5615724995741,Z,BZ
